CN 2022,SupText,URI,Name
23080011,"Grape marc, of a kind used in animal feeding, whether or not in the form of pellets, having a total alcoholic strength of <= 4,3% mas and a dry matter content of >= 40% by weight",230800110080,"2308 00 11 -- Having a total alcoholic strength by mass not exceeding 4,3 % mas and a dry matter content not less than 40 % by weight"
23080019,"Grape marc, of a kind used in animal feeding, whether or not in the form of pellets (excl. grape marc having a total alcoholic strength of <= 4,3% mas and a dry matter content of >= 40% by weight)",230800190080,2308 00 19 -- Other
23080040,"Acorns and horse-chestnuts and pomace or marc of fruit, for animal feeding, whether or not in the form of pellets (excl. grape marc)",230800400080,"2308 00 40 - Acorns and horse-chestnuts; pomace or marc of fruit, other than grapes"
23080090,"Maize stalks, maize leaves, fruit peel and other vegetable materials, waste, residues and by-products for animal feeding, whether or not in the form of pellets, n.e.s. (excl. acorns, horse-chestnuts and pomace or marc of fruit)",230800900080,2308 00 90 - Other
2309,Preparations of a kind used in animal feeding,230900000080,2309 Preparations of a kind used in animal feeding
230910,"Dog or cat food, put up for retail sale",230910000080,"2309 10 - Dog or cat food, put up for retail sale"
23091011,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or no milk products or containing <= 10% starch and < 10% by weight of milk products",230910110080,2309 10 11 ----- Containing no milk products or containing less than 10 % by weight of such products
23091013,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 10% but < 50% by weight of milk products",230910130080,2309 10 13 ----- Containing not less than 10 % but less than 50 % by weight of milk products
23091015,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 50% but < 75% by weight of milk products",230910150080,2309 10 15 ----- Containing not less than 50 % but less than 75 % by weight of milk products
23091019,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 75% by weight of milk products",230910190080,2309 10 19 ----- Containing not less than 75 % by weight of milk products
23091031,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and no milk products or < 10% by weight of milk products",230910310080,2309 10 31 ----- Containing no milk products or containing less than 10 % by weight of such products
23091033,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and >= 10% but < 50% by weight of milk products",230910330080,2309 10 33 ----- Containing not less than 10 % but less than 50 % by weight of milk products
23091039,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and >= 50% by weight of milk products",230910390080,2309 10 39 ----- Containing not less than 50 % by weight of milk products
23091051,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and no milk products or < 10% by weight of milk products",230910510080,2309 10 51 ----- Containing no milk products or containing less than 10 % by weight of such products
23091053,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and >= 10% but < 50% by weight of milk products",230910530080,2309 10 53 ----- Containing not less than 10 % but less than 50 % by weight of milk products
23091059,"Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and >= 50% by weight of milk products",230910590080,2309 10 59 ----- Containing not less than 50 % by weight of milk products
23091070,"Dog or cat food put up for retail sale, containing no starch, glucose, maltodextrine or maltodextrine syrup, but containing milk products",230910700080,"2309 10 70 --- Containing no starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing milk products"
23091090,"Dog or cat food put up for retail sale, containing no starch, glucose, maltodextrine or maltodextrine syrup, nor milk products",230910900080,2309 10 90 -- Other
230990,Preparations of a kind used in animal feeding (excl. dog or cat food put up for retail sale),230990000080,2309 90 - Other
23099010,"Fish or marine mammal solubles, to supplement feedingstuffs produced in the agricultural sector",230990100080,2309 90 10 -- Fish or marine mammal solubles
23099020,"Residues from the manufacture of starch from maize referred to in Additional Note 5 to chapter 23, of a kind used in animal feeding (excl. dog or cat food put up for retail sale)",230990200080,2309 90 20 -- Products referred to in additional note 5 to this chapter
23099031,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or no milk products or containing <= 10% starch and < 10% by weight of milk products (excl. dog or cat food put up for retail sale)",230990310080,2309 90 31 ------ Containing no milk products or containing less than 10 % by weight of such products
23099033,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 10% but < 50% by weight of milk products (excl. dog or cat food put up for retail sale)",230990330080,2309 90 33 ------ Containing not less than 10 % but less than 50 % by weight of milk products
23099035,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 50% but < 75% by weight of milk products (excl. dog or cat food put up for retail sale)",230990350080,2309 90 35 ------ Containing not less than 50 % but less than 75 % by weight of milk products
23099039,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 75% by weight of milk products (excl. dog or cat food put up for retail sale)",230990390080,2309 90 39 ------ Containing not less than 75 % by weight of milk products
23099041,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and no milk products or < 10% by weight of milk products (excl. dog or cat food put up for retail sale)",230990410080,2309 90 41 ------ Containing no milk products or containing less than 10 % by weight of such products
23099043,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and >= 10% but < 50% by weight of milk products (excl. dog or cat food put up for retail sale)",230990430080,2309 90 43 ------ Containing not less than 10 % but less than 50 % by weight of milk products
23099049,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and >= 50% by weight of milk products (excl. dog or cat food put up for retail sale)",230990490080,2309 90 49 ------ Containing not less than 50 % by weight of milk products
23099051,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and no milk products or < 10% by weight of milk products (excl. dog or cat food put up for retail sale)",230990510080,2309 90 51 ------ Containing no milk products or containing less than 10 % by weight of such products
23099053,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and >= 10% but < 50% by weight of milk products (excl. dog or cat food put up for retail sale)",230990530080,2309 90 53 ------ Containing not less than 10 % but less than 50 % by weight of milk products
23099059,"Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and >= 50% by weight of milk products (excl. dog or cat food put up for retail sale)",230990590080,2309 90 59 ------ Containing not less than 50 % by weight of milk products
23099070,"Preparations, incl. premixes, for animal food, containing no starch, glucose, maltodextrine or maltodextrine syrup, but containing milk products (excl. dog or cat food put up for retail sale)",230990700080,"2309 90 70 ---- Containing no starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing milk products"
23099091,Beef-pulp with added molasses of a kind used in animal feeding,230990910080,2309 90 91 ---- Beet-pulp with added molasses
23099096,"Preparations of a kind used in animal feeding, containing no starch, glucose, glucose syrup, maltodextrine, maltodextrine syrup nor milk products (excl. dog or cat food put up for retail sale, fish or marine mammal solubles, residues from the manufacture of starch from maize referred to in Additional Note 5 to chapter 23, beet-pulp with added molasses, and premixes)",230990960080,2309 90 96 ---- Other
24,"TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES; PRODUCTS, WHETHER OR NOT CONTAINING NICOTINE, INTENDED FOR INHALATION WITHOUT COMBUSTION; OTHER NICOTINE CONTAINING PRODUCTS INTENDED FOR THE INTAKE OF NICOTINE INTO THE HUMAN BODY",240021000090,"CHAPTER 24 - TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES; PRODUCTS, WHETHER OR NOT CONTAINING NICOTINE, INTENDED FOR INHALATION WITHOUT COMBUSTION; OTHER NICOTINE CONTAINING PRODUCTS INTENDED FOR THE INTAKE OF NICOTINE INTO THE HUMAN BODY"
2401,Unmanufactured tobacco; tobacco refuse,240100000080,2401 Unmanufactured tobacco; tobacco refuse
240110,"Tobacco, unstemmed or unstripped",240110000080,"2401 10 - Tobacco, not stemmed/stripped"
24011035,"Light air-cured tobacco, unstemmed or unstripped",240110350080,2401 10 35 -- Light air-cured tobacco
24011060,"Sun-cured oriental type tobacco, unstemmed or unstripped",240110600080,2401 10 60 -- Sun-cured Oriental type tobacco
24011070,"Dark air-cured tobacco, unstemmed or unstripped",240110700080,2401 10 70 -- Dark air-cured tobacco
24011085,"Flue-cured tobacco, unstemmed or unstripped",240110850080,2401 10 85 -- Flue-cured tobacco
24011095,"Tobacco, unstemmed or unstripped (excl. light air-cured, sun-cured oriental, dark air-cured and flue-cured tobacco)",240110950080,2401 10 95 -- Other
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",240120000080,"2401 20 - Tobacco, partly or wholly stemmed/stripped"
24012035,"Partly or wholly stemmed or stripped light air-cured tobacco, otherwise unmanufactured",240120350080,2401 20 35 -- Light air-cured tobacco
24012060,"Partly or wholly stemmed or stripped sun-cured oriental type tobacco, otherwise unmanufactured",240120600080,2401 20 60 -- Sun-cured Oriental type tobacco
24012070,"Partly or wholly stemmed or stripped dark air-cured tobacco, otherwise unmanufactured",240120700080,2401 20 70 -- Dark air-cured tobacco
24012085,"Partly or wholly stemmed or stripped flue-cured tobacco, otherwise unmanufactured",240120850080,2401 20 85 -- Flue-cured tobacco
24012095,"Partly or wholly stemmed or stripped tobacco, otherwise unmanufactured (excl. light air-cured, sun-cured oriental, dark air-cured and flue-cured tobacco)",240120950080,2401 20 95 -- Other
24013000,Tobacco refuse,240130000080,2401 30 00 - Tobacco refuse
2402,"Cigars, cheroots, cigarillos and cigarettes of tobacco or of tobacco substitutes",240200000080,"2402 Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes"
24021000,"Cigars, cheroots and cigarillos containing tobacco",240210000080,"2402 10 00 - Cigars, cheroots and cigarillos, containing tobacco"
240220,"Cigarettes, containing tobacco",240220000080,2402 20 - Cigarettes containing tobacco
24022010,"Cigarettes, containing tobacco and cloves",240220100080,2402 20 10 -- Containing cloves
24022090,"Cigarettes, containing tobacco (excl. containing cloves)",240220900080,2402 20 90 -- Other
24029000,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",240290000080,2402 90 00 - Other
2403,"Manufactured tobacco and manufactured tobacco substitutes, ""homogenised"" or ""reconstituted"" tobacco, tobacco extracts and tobacco essences (excl. products of 2404 and cigars, incl. cheroots, cigarillos and cigarettes)",240300000080,2403 Other manufactured tobacco and manufactured tobacco substitutes; ‘homogenised’ or ‘reconstituted’ tobacco; tobacco extracts and essences
24031100,Water-pipe tobacco (excl. tobacco-free. See subheading note 1.),240311000080,2403 11 00 -- Water-pipe tobacco specified in subheading note 1 to this chapter
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excl. water-pipe tobacco containing tobacco)",240319000080,2403 19 -- Other
24031910,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of a net content of <= 500 g (excl. water-pipe tobacco containing tobacco)",240319100080,2403 19 10 --- In immediate packings of a net content not exceeding 500 g
24031990,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of a net content of > 500 g (excl. water-pipe tobacco containing tobacco)",240319900080,2403 19 90 --- Other
24039100,"Tobacco, ""homogenised"" or ""reconstituted"" from finely-chopped tobacco leaves, tobacco refuse or tobacco dust (excl. products of 2404)",240391000080,2403 91 00 -- ‘Homogenised’ or ‘reconstituted’ tobacco
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, and tobacco powder, tobacco extracts and essences (excl. cigars, cheroots, cigarillos and cigarettes, smoking tobacco whether or not containing tobacco substitutes in any proportion, ""homogenised"" or ""reconstituted"" tobacco, nicotine extracted from the tobacco plant, insecticides manufactured from tobacco extracts and essences, and products of 2404)",240399000080,2403 99 -- Other
24039910,"Chewing tobacco and snuff ""nasal tobacco""",240399100080,2403 99 10 --- Chewing tobacco and snuff (nasal tobacco)
24039990,"Manufactured tobacco and tobacco substitutes, and tobacco powder, tobacco extracts and essences (excl. chewing tobacco, snuff, cigars, cheroots, cigarillos and cigarettes, smoking tobacco whether or not containing tobacco substitutes in any proportion, ""homogenised"" or ""reconstituted"" tobacco, nicotine extracted from the tobacco plant, insecticides manufactured from tobacco extracts and essences, and products of 2404)",240399900080,2403 99 90 --- Other
2404,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",240400000080,"2404 Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body"
24041100,"Products containing tobacco or reconstituted tobacco, intended for inhalation without combustion",240411000080,2404 11 00 -- Containing tobacco or reconstituted tobacco
24041200,"Products containing nicotine, intended for inhalation without combustion (excl. containing tobacco or reconstituted tobacco)",240412000080,"2404 12 00 -- Other, containing nicotine"
240419,"Products containing tobacco or nicotine substitutes, intended for inhalation without combustion (excl. containing nicotine)",240419000080,2404 19 -- Other
24041910,"Products containing tobacco substitutes, intended for inhalation without combustion (excl. containing nicotine)",240419100080,2404 19 10 --- Containing tobacco substitutes
24041990,"Products containing nicotine substitutes, intended for inhalation without combustion (excl. containing nicotine or tobacco substitutes)",240419900080,2404 19 90 --- Other
240491,"Nicotine containing products intended for the intake of nicotine into the human body, for oral application (excl. for inhalation)",240491000080,2404 91 -- For oral application
24049110,"Nicotine containing products intended to assist tobacco use cessation, for oral application (excl. for inhalation)",240491100080,2404 91 10 --- Nicotine containing products intended to assist tobacco use cessation
24049190,"Nicotine containing products intended for the intake of nicotine into the human body, for oral application (excl. for inhalation and products intended to assist tobacco use cessation)",240491900080,2404 91 90 --- Other
24049200,"Nicotine containing products intended for the intake of nicotine into the human body, for transdermal application",240492000080,2404 92 00 -- For transdermal application
24049900,Nicotine containing products intended for the intake of nicotine into the human body (excl. for oral or transdermal application),240499000080,2404 99 00 -- Other
V,MINERAL PRODUCTS,250011000090,SECTION V - MINERAL PRODUCTS
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT",250021000090,"CHAPTER 25 - SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT"
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water",250100000080,"2501 00 Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water"
25010010,Sea water and salt liquors,250100100080,2501 00 10 - Sea water and salt liquors
25010031,"Salt for chemical transformation ""separation of Na from Cl"" for the manufacture of other products",250100310080,2501 00 31 -- For chemical transformation (separation of Na from Cl) for the manufacture of other products
25010051,"Salt, denatured or for other industrial uses, incl. refining (excl. for chemical transformation or preservation or preparation of foodstuffs for human or animal consumption)",250100510080,2501 00 51 --- Denatured or for industrial uses (including refining) other than the preservation or preparation of foodstuffs for human or animal consumption
25010091,Salt suitable for human consumption,250100910080,2501 00 91 ---- Salt suitable for human consumption
25010099,"Salt and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents (excl. table salt, salt for chemical transformation ""separation of Na from Cl"", denatured salt and salt for other industrial uses)",250100990080,2501 00 99 ---- Other
25020000,Unroasted iron pyrites,250200000080,2502 00 00 Unroasted iron pyrites
250300,"Sulphur of all kinds (excl. sublimed sulphur, precipitated sulphur and colloidal sulphur)",250300000080,"2503 00 Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur"
25030010,"Crude or unrefined sulphur (excl. sublimed sulphur, precipitated sulphur and colloidal sulphur)",250300100080,2503 00 10 - Crude or unrefined sulphur
25030090,"Sulphur of all kinds (excl. crude or unrefined, and sublimed sulphur, precipitated sulphur and colloidal sulphur)",250300900080,2503 00 90 - Other
2504,Natural graphite,250400000080,2504 Natural graphite
25041000,Natural graphite in powder or in flakes,250410000080,2504 10 00 - In powder or in flakes
25049000,Natural graphite (excl. in powder or in flakes),250490000080,2504 90 00 - Other
2505,"Natural sands of all kinds, whether or not coloured (excl. gold- and platinum-bearing sands, zircon, rutile and ilmenite sands, monazite sands, and tar or asphalt sands)",250500000080,"2505 Natural sands of all kinds, whether or not coloured, other than metal-bearing sands of Chapter 26"
25051000,"Silica sands and quartz sands, whether or not coloured",250510000080,2505 10 00 - Silica sands and quartz sands
25059000,"Natural sands of all kinds, whether or not coloured (excl. silica sands, quartz sands, gold- and platinum-bearing sands, zircon, rutile and ilmenite sands, monazite sands, and tar or asphalt sands)",250590000080,2505 90 00 - Other
2506,"Quartz (excl. natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape",250600000080,"2506 Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25061000,Quartz (excl. quartz sands),250610000080,2506 10 00 - Quartz
25062000,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular shape",250620000080,2506 20 00 - Quartzite
250700,"Kaolin and other kaolinic clays, whether or not calcined",250700000080,"2507 00 Kaolin and other kaolinic clays, whether or not calcined"
25070020,Kaolin,250700200080,2507 00 20 - Kaolin
25070080,Kaolinic clays (other than kaolin),250700800080,2507 00 80 - Other kaolinic clays
2508,"Clays, andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths (excl. kaolin and other kaolinic clays, and expanded clay)",250800000080,"2508 Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths"
25081000,Bentonite,250810000080,2508 10 00 - Bentonite
25083000,Fireclay (excl. kaolin and other kaolinic clays and expanded clay),250830000080,2508 30 00 - Fireclay
25084000,"Clays (excl. fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",250840000080,2508 40 00 - Other clays
25085000,"Andalusite, kyanite and sillimanite",250850000080,"2508 50 00 - Andalusite, kyanite and sillimanite"
25086000,Mullite,250860000080,2508 60 00 - Mullite
25087000,Chamotte or dinas earths,250870000080,2508 70 00 - Chamotte or dinas earths
25090000,Chalk,250900000080,2509 00 00 Chalk
2510,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk",251000000080,"2510 Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk"
25101000,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, unground",251010000080,2510 10 00 - Unground
25102000,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, ground",251020000080,2510 20 00 - Ground
2511,"Natural barium sulphate ""barytes""; natural barium carbonate ""witherite"", whether or not calcined (excl. barium oxide)",251100000080,"2511 Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading 2816"
25111000,"Natural barium sulphate ""barytes""",251110000080,2511 10 00 - Natural barium sulphate (barytes)
25112000,"Natural barium carbonate ""witherite"", whether or not calcined (excl. barium oxide)",251120000080,2511 20 00 - Natural barium carbonate (witherite)
25120000,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, whether or not calcined, of an apparent specific gravity of <= 1",251200000080,"2512 00 00 Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less"
2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",251300000080,"2513 Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated"
25131000,Pumice stone,251310000080,2513 10 00 - Pumice stone
25132000,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",251320000080,"2513 20 00 - Emery, natural corundum, natural garnet and other natural abrasives"
25140000,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape; slate powder and slate refuse",251400000080,"2514 00 00 Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
2515,"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent specific gravity of >= 2,5, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder)",251500000080,"2515 Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent specific gravity of 2,5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25151100,"Marble and travertine, crude or roughly trimmed",251511000080,2515 11 00 -- Crude or roughly trimmed
25151200,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape",251512000080,"2515 12 00 -- Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25152000,"Ecaussine and other calcareous monumental or building stone of an apparent specific gravity of >= 2,5, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder, and marble and travertine)",251520000080,2515 20 00 - Ecaussine and other calcareous monumental or building stone; alabaster
2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder, or already with the characteristics of setts, curbstones and flagstones, and monumental or building stone of an apparent specific gravity of >= 2,5)",251600000080,"2516 Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25161100,"Granite, crude or roughly trimmed (excl. already with the characteristics of setts, curbstones and flagstones)",251611000080,2516 11 00 -- Crude or roughly trimmed
25161200,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. already with the characteristics of setts, curbstones and flagstones)",251612000080,"2516 12 00 -- Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25162000,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. already with the characteristics of setts, curbstones and flagstones)",251620000080,2516 20 00 - Sandstone
25169000,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder, or already with the characteristics of setts, curbstones and flagstones, monumental or building stone of an apparent specific gravity of >= 2,5, granite and sandstone)",251690000080,2516 90 00 - Other monumental or building stone
2517,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for railway ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 and 2516, whether or not heat-treated",251700000080,"2517 Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated"
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",251710000080,"2517 10 - Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated"
25171010,"Pebbles and gravel for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",251710100080,"2517 10 10 -- Pebbles, gravel, shingle and flint"
25171020,"Broken or crushed dolomite and limestone flux, for concrete aggregates, for road metalling or for railway or other ballast",251710200080,"2517 10 20 -- Limestone, dolomite and other calcareous stone, broken or crushed"
25171080,"Broken or crushed stone, for concrete aggregates, for road metalling or for railway or other ballast, whether or not heat-treated (excl. pebbles, gravel, flint and shingle, broken or crushed dolomite and limestone flux)",251710800080,2517 10 80 -- Other
25172000,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, shingle and flint for concrete aggregates, for road metalling or for railway or other ballast",251720000080,"2517 20 00 - Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 251710"
25173000,Tarred macadam,251730000080,2517 30 00 - Tarred macadam
25174100,"Marble granules, chippings and powder, whether or not heat-treated",251741000080,2517 41 00 -- Of marble
25174900,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, basalt, granite, sandstone, porphyry, syenite, lava, gneiss, trachyte and other rocks of heading 2515 and 2516 (excl. marble)",251749000080,2517 49 00 -- Other
2518,"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular ""incl. square"" shape (excl. broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)",251800000080,"2518 Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
25181000,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular ""incl. square"" shape (excl. broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)",251810000080,"2518 10 00 - Dolomite, not calcined or sintered"
25182000,"Calcined or sintered dolomite (excl. broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)",251820000080,2518 20 00 - Calcined or sintered dolomite
2519,"Natural magnesium carbonate ""magnesite""; fused magnesia; dead-burned ""sintered"" magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure",251900000080,"2519 Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure"
25191000,"Natural magnesium carbonate ""magnesite""",251910000080,2519 10 00 - Natural magnesium carbonate (magnesite)
251990,"Fused magnesia; dead-burned ""sintered"" magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide (excl. natural magnesium carbonate ""magnesite"")",251990000080,2519 90 - Other
25199010,"Magnesium oxide, whether or not pure (excl. calcined natural magnesium carbonate)",251990100080,"2519 90 10 -- Magnesium oxide, other than calcined natural magnesium carbonate"
25199030,"Dead-burned ""sintered"" magnesia, whether or not containing small quantities of other oxides added before sintering",251990300080,2519 90 30 -- Dead-burned (sintered) magnesia
25199090,Fused magnesia,251990900080,2519 90 90 -- Other
2520,"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or without small quantities of accelerators or retarders",252000000080,"2520 Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders"
25201000,Gypsum; anhydrite,252010000080,2520 10 00 - Gypsum; anhydrite
25202000,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or without small quantities of accelerators or retarders",252020000080,2520 20 00 - Plasters
25210000,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",252100000080,"2521 00 00 Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement"
2522,"Quicklime, slaked lime and hydraulic lime (excl. pure calcium oxide and calcium hydroxide)",252200000080,"2522 Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825"
