"NACE2","CPA21","Label_NACE2","Label_CPA21","Include_NACE2","Exclude_NACE2","Include_CPA21","Exclude_CPA21","Comment","URL"
"01","01","Landwirtschaft, Jagd und damit verbundene Tätigkeiten","Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen","Diese Abteilung umfasst die beiden Tätigkeitsbereiche Gewinnung pflanzlicher Erzeugnisse und Gewinnung tierischer Erzeugnisse. Sie umfasst ferner die ökologische Landwirtschaft sowie den Anbau gentechnisch veränderter Nutzpflanzen und die Haltung gentechnisch veränderter Nutztiere. Diese Abteilung umfasst Freiland- wie auch Gewächshauskulturen.  Gruppe 01.5 (Gemischte Landwirtschaft) bildet eine Ausnahme von den Grundregeln zur Bestimmung der Haupttätigkeit. Man geht hier davon aus, dass in zahlreichen landwirtschaftlichen Betrieben ein Gleichgewicht zwischen pflanzlicher und tierischer Erzeugung besteht und es willkürlich wäre, sie in die eine oder die andere Kategorie einzuordnen.","Nicht zur Landwirtschaft gerechnet wird die nachfolgende Verarbeitung landwirtschaftlicher Erzeugnisse (eingeordnet in Abteilung 10 (Herstellung von Nahrungs- und Futtermitteln) und Abteilung 12 (Tabakverarbeitung)), die über die Aufbereitung für die Rohstoffmärkte hinausgeht. Eingeschlossen ist die Aufbereitung von Erzeugnissen für die Rohstoffmärkte.  Nicht zur Landwirtschaft gerechnet werden ferner die Anlage von Feldern (z. B. Terrassierung und Entwässerung von Landwirtschaftsflächen, Anlage von Reisfeldern usw.), die in Abschnitt F (Baugewerbe/Bau) eingeordnet ist, sowie die in Abschnitt G eingeordneten Einkaufsvereinigungen und Genossenschaften, welche landwirtschaftliche Erzeugnisse vermarkten. Ferner nicht eingeschlossen sind die Landschaftspflege und Landschaftserhaltung, die zur Klasse 81.30 zählen.",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_01"
"01.1","01.1","Anbau einjähriger Pflanzen","Einjährige Pflanzen","Diese Gruppe umfasst den Anbau einjähriger Pflanzen, d. h. von Pflanzen mit einer Lebensdauer von zwei oder weniger Wachstumsperioden. Eingeschlossen ist der Anbau dieser Pflanzen zum Zwecke der Erzeugung von Saatgut.",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_011"
"01.11","01.11.7","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Getrocknete Hülsenfrüchte","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)","Diese Kategorie umfasst: - Hülsenfrüchte, getrocknet, auch ausgelöst oder zerkleinert",NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.11","01.11","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Getreide (ohne Reis), Hülsenfrüchte und Ölsaaten","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)","Diese Klasse umfasst: - Getreide, Hülsenfrüchte und Ölsaaten, die als Nahrungsmittel oder zu anderen Zwecken angebaut werden",NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.11","01.11.5","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Getreidestroh und -spreu","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.11","01.11.6","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Frische Hülsenfrüchte","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.11","01.11.1","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Weizen","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.11","01.11.2","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Mais","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.11","01.11.3","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Gerste, Roggen und Hafer","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
"01.11","01.11.4","Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten","Sorghum, Millet und anderes Getreide","Diese Klasse umfasst alle Arten des Anbaus von Getreide, Hülsenfrüchten und Ölsaaten im Freiland. Diese Pflanzen werden in landwirtschaftlichen Betrieben häufig nebeneinander angebaut.  Diese Klasse umfasst: - Anbau von Getreide, z. B.:   • Weizen   • Körnermais   • Sorghum   • Gerste   • Roggen   • Hafer   • Hirsearten   • sonstiges Getreide a. n. g. - Anbau von Hülsenfrüchten, z. B.:   • Bohnen   • Puffbohnen   • Kichererbsen   • Kuhbohnen   • Linsen   • Lupinen   • Erbsen   • Straucherbsen   • sonstige Hülsenfrüchte - Anbau von Ölsaaten, z. B.:   • Sojabohnen   • Erdnüsse   • Rizinussamen   • Leinsamen   • Senfkörner   • Nigersaat   • Rapssamen   • Saflorsaat   • Sesamsamen   • Sonnenblumenkerne   • andere Ölsaaten","Diese Klasse umfasst nicht: - Anbau von Reis (s. 01.12) - Anbau von Zuckermais (s. 01.13) - Anbau von Futtermais (s. 01.19) - Anbau von ölhaltigen Früchten (s. 01.26)",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_0111"
